Name	Popularity	Year
Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)	63.0	1993.0
Gangsta's Paradise	80.0	1995.0
I Got 5 On It	73.0	1995.0
Shook Ones, Pt. II	73.0	1995.0
Survival of the Fittest	68.0	1995.0
Tha Crossroads	67.0	1995.0
Shimmy Shimmy Ya	65.0	1995.0
1st of Tha Month	64.0	1995.0
Shadowboxin'	64.0	1995.0
Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)	63.0	1995.0
Runnin'	63.0	1995.0
Mind Playing Tricks on Me	65.0	1991.0
Outshined	63.0	1991.0
Alwayz Into Somethin'	61.0	1991.0
How I Could Just Kill a Man	59.0	1991.0
Now That We Found Love	57.0	1991.0
Tonite	53.0	1991.0
Sometimes I Rhyme Slow	51.0	1991.0
Hand On the Pump	49.0	1991.0
Ain't No Future In Yo' Frontin'	48.0	1991.0
I Don't Give A Fuck	46.0	1991.0
The Real Slim Shady	80.0	2000.0
Ms. Jackson	77.0	2000.0
Stan	74.0	2000.0
So Fresh, So Clean	66.0	2000.0
Put It On Me	64.0	2000.0
What's Your Fantasy (Featuring Shawna)	63.0	2000.0
Hip Hop	62.0	2000.0
B.O.B.	61.0	2000.0
Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat)	57.0	2000.0
Get Your Walk On	52.0	2000.0
Juicy - 2005 Remaster	76.0	1994.0
Big Poppa - 2005 Remaster	74.0	1994.0
Sabotage	71.0	1994.0
Check Yo Self - Remix	69.0	1994.0
Who Shot Ya? - 2005 Remaster	68.0	1994.0
N.Y. State of Mind	66.0	1994.0
Gimme the Loot - 2005 Remaster	64.0	1994.0
Suicidal Thoughts - 2005 Remaster	64.0	1994.0
This D.J.	64.0	1994.0
A Girl Like You	63.0	1994.0
Jump Around	74.0	1992.0
Passin' Me By	67.0	1992.0
Jump	66.0	1992.0
Tonight's Da Night	62.0	1992.0
Damn It Feels Good to Be a Gangsta	60.0	1992.0
They Reminisce Over You (T.R.O.Y.)	60.0	1992.0
They Want EFX	55.0	1992.0
Green Machine	54.0	1992.0
Back To The Hotel	53.0	1992.0
Don't Sweat The Technique	53.0	1992.0
Hypnotize - 2014 Remaster	75.0	1997.0
Song 2 - 2012 Remaster	74.0	1997.0
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster	72.0	1997.0
Do For Love	70.0	1997.0
Notorious Thugs - 2014 Remaster	66.0	1997.0
Feel so Good	64.0	1997.0
Comprendes, Mendes?	60.0	1997.0
Blue on Black	59.0	1997.0
Can't Nobody Hold Me Down (feat. Mase)	59.0	1997.0
Been Around the World (feat. The Notorious B.I.G. & Mase)	58.0	1997.0
What's Luv? (feat. Ja-Rule & Ashanti)	72.0	2001.0
Let Me Blow Ya Mind	71.0	2001.0
I Got Love	60.0	2001.0
You Know How We Do It	60.0	2001.0
Area Codes	59.0	2001.0
Rollout (My Business)	58.0	2001.0
I'm a Thug	56.0	2001.0
One Minute Man (feat. Ludacris)	56.0	2001.0
Hello	55.0	2001.0
Worst Comes To Worst - Edited	55.0	2001.0
My Love (feat. T.I.)	70.0	2006.0
Snap Yo Fingers	68.0	2006.0
I Wanna Love You	66.0	2006.0
Joker And The Thief	66.0	2006.0
Why We Thugs	62.0	2006.0
U and Dat (feat. T. Pain & Kandi Girl)	61.0	2006.0
Lean Wit It, Rock Wit It	60.0	2006.0
Set It Off	60.0	2006.0
Push It	59.0	2006.0
Stuntin' Like My Daddy - Street	59.0	2006.0
Dilemma	77.0	2002.0
Cry Me a River	74.0	2002.0
Get Busy	71.0	2002.0
Get Low	71.0	2002.0
Hot In Herre	71.0	2002.0
Work It	70.0	2002.0
I Know What You Want (feat. Flipmode Squad)	66.0	2002.0
Air Force Ones	61.0	2002.0
It's Like That	61.0	2002.0
Good Times	60.0	2002.0
Suga Suga	72.0	2003.0
Roses	71.0	2003.0
P.I.M.P.	69.5	2003.0
21 Questions	69.0	2003.0
Right Thurr	67.0	2003.0
Gangsta Nation	66.0	2003.0
Many Men (Wish Death)	65.0	2003.0
Where The Hood At	63.5	2003.0
Patiently Waiting	62.5	2003.0
99 Problems	60.0	2003.0
Ridin'	69.0	2005.0
Laffy Taffy	68.0	2005.0
I'm Sprung	67.0	2005.0
Big City Life	65.0	2005.0
Beautiful	64.0	2005.0
Soul Survivor	64.0	2005.0
Still Tippin' (feat. Slim Thug & Paul Wall)	62.0	2005.0
Stay Fly - Explicit Album Version	60.0	2005.0
Sweet Soul Music	60.0	2005.0
Sittin' Sidewayz (feat. Big Pokey)	59.0	2005.0
Can I Kick It?	69.0	1990.0
Fight The Power	56.0	1990.0
The Ghetto	55.0	1990.0
La Raza	51.0	1990.0
The Nigga Ya Love To Hate	51.0	1990.0
Late Night Hype	49.0	1990.0
Knockin' Boots	43.0	1990.0
Freaks of the Industry	42.0	1990.0
Murder Rap	31.0	1990.0
Feel The Bass Again	26.0	1990.0
Yeah! (feat. Lil Jon & Ludacris)	79.0	2004.0
Through The Wire	69.0	2004.0
Ghetto Gospel	68.0	2004.0
I Need a Girl, Pt. 2 (feat. Loon, Ginuwine & Mario Winans)	67.0	2004.0
Let's Go (feat. Big D & Twista)	65.0	2004.0
Overnight Celebrity	64.0	2004.0
Freek-A-Leek	63.0	2004.0
Tipsy - Club Mix	62.0	2004.0
Tipsy - Radio Mix	62.0	2004.0
Gravel Pit	60.0	2004.0
No More ?'s	64.0	1988.0
Eazy-Duz-It	56.0	1988.0
My Prerogative	56.0	1988.0
Don't Believe The Hype	52.0	1988.0
Dopeman - Remix	50.0	1988.0
Eazy-er Said Than Dunn	50.0	1988.0
Posse On Broadway	50.0	1988.0
Straight Outta Compton	49.0	1988.0
Microphone Fiend	47.0	1988.0
Supersonic	47.0	1988.0
Sucker M.C.'s (Krush-Groove 1)	43.0	1984.0
Beat It - Single Version	77.0	1982.0
The Message (feat. Melle Mel & Duke Bootee)	48.0	1982.0
I Believe In You (You Believe In Me)	38.0	1973.0
Down Home Blues	37.0	1981.0
Cheating In The Next Room	35.0	1981.0
Sweet Home Alabama	81.0	1974.0
Woman To Woman	48.0	1974.0
Layla - 40th Anniversary Version / 2010 Remastered	21.0	1970.0
Midnight Rider	3.0	1970.0
Running Out Of Lies	36.0	1976.0
Boyz-N-The-Hood	64.0	1987.0
Paid In Full	51.0	1987.0
I Ain't No Joke	48.0	1987.0
I'm Bad	47.0	1987.0
Ghetto Man	34.0	1987.0
Mr. Big Stuff - Remix	28.0	1987.0
Old Time Rock & Roll	72.0	1978.0
Can I Change My Mind	38.0	1969.0
Walk This Way (feat. Aerosmith)	68.0	1986.0
Hold It Now, Hit It	46.0	1986.0
Let's Straighten It Out	39.0	1983.0
Rock The Bells	51.0	1985.0
King of Rock	46.0	1985.0
Members Only	38.0	1985.0
It's Funky Enough - Remastered Single	51.0	1989.0
The Formula	46.0	1989.0
My Hooptie	39.0	1989.0
The Rhythm	29.0	1989.0
The Pusher	54.0	1968.0
Slip Away	53.0	1968.0
Can't You Hear Me Knocking - Remastered	3.0	1971.0
Just Got Paid	52.0	1972.0
Brown Eyed Girl	79.0	1967.0
bad guy	95.0	2019.0
Unsainted	77.0	2019.0
Popular Monster	75.0	2019.0
Ludens	73.0	2019.0
Bubble Gum	72.0	2019.0
Nero Forte	72.0	2019.0
Glory	71.0	2019.0
Under the Graveyard	71.0	2019.0
original me (feat. dan reynolds of imagine dragons)	71.0	2019.0
Resentment	70.0	2019.0
Sunflower - Spider-Man: Into the Spider-Verse	88.0	2018.0
New Light	80.0	2018.0
Venom - Music From The Motion Picture	76.0	2018.0
It's Not Living (If It's Not With You)	74.0	2018.0
Wake Up in the Sky	73.0	2018.0
Can I Call You Tonight?	72.0	2018.0
La Mujer Perfecta	72.0	2018.0
Hunnybee	69.0	2018.0
Pressure	69.0	2018.0
Peach Pit	67.0	2018.0
Loving Is Easy	80.0	2017.0
Sign of the Times	80.0	2017.0
Sunflower	79.0	2017.0
Falling for U	78.0	2017.0
Lo Que Siento	76.0	2017.0
Everytime	70.0	2017.0
Television / So Far So Good	69.0	2017.0
Carolina	68.0	2017.0
Talk Too Much	68.0	2017.0
You Say I'm in Love	68.0	2017.0
We Don't Talk Anymore	79.0	2016.0
Dark Necessities	74.0	2016.0
Locos	71.0	2016.0
Scars	67.0	2016.0
Waste A Moment	67.0	2016.0
Silvertongue	66.0	2016.0
Kids	64.0	2016.0
WALLS	64.0	2016.0
Hot Blood	63.0	2016.0
Edge of Seventeen - 2016 Remaster	61.0	2016.0
Dancin (feat. Luvli) - Krono Remix	84.0	2014.0
A Sky Full of Stars	78.0	2014.0
Chamber Of Reflection	73.0	2014.0
Magic	72.0	2014.0
The Devil in I	71.0	2014.0
I Love You So	70.0	2014.0
My Demons	70.0	2014.0
Kathleen	66.0	2014.0
Always in My Head	65.0	2014.0
Cold Cold Man	65.0	2014.0
Feels Like We Only Go Backwards	75.0	2012.0
We Are Young (feat. Janelle Monáe)	75.0	2012.0
Breezeblocks	73.0	2012.0
Madness	70.0	2012.0
Absolute Zero	68.0	2012.0
Courtesy Call	68.0	2012.0
She	64.0	2012.0
Como Tú (Magic Music Box)	63.0	2012.0
War of Change	63.0	2012.0
Souvenir	62.0	2012.0
The Less I Know The Better	85.0	2015.0
Stressed Out	83.0	2015.0
Heavydirtysoul	71.0	2015.0
Molly (feat. Brendon Urie of Panic at the Disco)	70.0	2015.0
Psycho	69.0	2015.0
Yes I'm Changing	69.0	2015.0
Throne	68.0	2015.0
Cut the Cord	67.0	2015.0
I Am Machine	67.0	2015.0
State of My Head	66.0	2015.0
Do I Wanna Know?	82.0	2013.0
Why'd You Only Call Me When You're High?	76.0	2013.0
Cigarette Daydreams	72.0	2013.0
My Number	70.0	2013.0
Arrullo De Estrellas	68.0	2013.0
Shepherd of Fire	68.0	2013.0
Wrong Side of Heaven	67.0	2013.0
I Sat By The Ocean	66.0	2013.0
Call It Fate, Call It Karma	63.0	2013.0
Hail to the King	62.0	2013.0
Pumped Up Kicks	83.0	2011.0
Tongue Tied	78.0	2011.0
Somebody That I Used To Know	77.0	2011.0
Lonely Boy	72.0	2011.0
Still Loving You	72.0	2011.0
Cough Syrup	70.0	2011.0
Gold on the Ceiling	69.0	2011.0
The Look	69.0	2011.0
Under Cover of Darkness	69.0	2011.0
Walk	68.0	2011.0
What You Know	71.0	2010.0
The Suburbs	69.0	2010.0
Animal	68.0	2010.0
Down with the Sickness	68.0	2010.0
Cryin' Like A Bitch!!	66.0	2010.0
Pensando en Ti	66.0	2010.0
Love Will Tear Us Apart - 2010 Remaster	64.0	2010.0
A Warrior's Call	63.0	2010.0
Carry on Wayward Son	63.0	2010.0
Love-Hate-Sex-Pain	62.0	2010.0
Viva La Vida	78.0	2008.0
TRUE - Single Edit	72.0	2008.0
Love Will Tear Us Apart	71.0	2008.0
Ain't No Rest For The Wicked - Original Version	70.0	2008.0
Burn It to the Ground	70.0	2008.0
Indestructible	70.0	2008.0
Savior	70.0	2008.0
A-Punk	69.0	2008.0
Radar Love	64.0	2008.0
Anemone	62.0	2008.0
Woods	72.0	2020.0
Ordinary Man (feat. Elton John)	71.0	2020.0
Full Circle	68.0	2020.0
Break My Baby	63.0	2020.0
Soak Me in Bleach	61.0	2020.0
Empire	60.0	2020.0
Infinite	59.0	2020.0
So Predictable	57.0	2020.0
Wasting Time	57.0	2020.0
Half Your Age	56.0	2020.0
Electric Feel	77.0	2007.0
Kids	76.0	2007.0
The Pretender	76.0	2007.0
Thnks fr th Mmrs	76.0	2007.0
Love Song	75.0	2007.0
Bleed It Out	72.0	2007.0
I Hate Everything About You	72.0	2007.0
Misery Business	71.0	2007.0
Time to Pretend	71.0	2007.0
Given Up	67.0	2007.0
Iris	77.0	1998.0
Careless Whisper	75.0	1998.0
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack"	75.0	1998.0
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon"""	74.0	1998.0
Freak On a Leash	73.0	1998.0
You Get What You Give	73.0	1998.0
Enjoy the Silence	71.0	1998.0
Always on My Mind	70.0	1998.0
Fly Away	70.0	1998.0
One Week	69.0	1998.0
Bulls On Parade	73.0	1996.0
Como te extraño mi amor	70.0	1996.0
Cum on Feel the Noize	70.0	1996.0
One Headlight	70.0	1996.0
Lovefool	69.0	1996.0
3AM	68.0	1996.0
Crash into Me	66.0	1996.0
Wrong Way	64.0	1996.0
Criminal	61.0	1996.0
Barely Breathing	58.0	1996.0
Californication	81.0	1999.0
All Star	79.0	1999.0
Scar Tissue	76.0	1999.0
Drive	74.0	1999.0
Total Eclipse of the Heart	74.0	1999.0
Learn to Fly	73.0	1999.0
Break Stuff	71.0	1999.0
Last Kiss	70.0	1999.0
My Own Worst Enemy	70.0	1999.0
"Take My Breath Away - Love Theme from ""Top Gun"""	70.0	1999.0
Monster	75.0	2009.0
Uprising	75.0	2009.0
Hero	72.0	2009.0
I Will Not Bow	71.0	2009.0
Stuck In The Middle With You	71.0	2009.0
Dancing in the Moonlight	69.0	2009.0
This Is War	67.0	2009.0
Undisclosed Desires	65.0	2009.0
Break	63.0	2009.0
Resistance	63.0	2009.0
Linger	75.0	1993.0
Heart-Shaped Box	74.0	1993.0
Are You Gonna Go My Way	72.0	1993.0
Dreams	72.0	1993.0
Ordinary World	72.0	1993.0
Shape Of My Heart	72.0	1993.0
Come Undone	66.0	1993.0
All I Wanna Do	65.0	1993.0
Laid	64.0	1993.0
Atlantic City	61.0	1993.0
Wonderwall - Remastered	79.0	1995.0
Don't Look Back in Anger - Remastered	73.0	1995.0
High And Dry	72.0	1995.0
Don't Speak	70.0	1995.0
Fake Plastic Trees	70.0	1995.0
Common People	68.0	1995.0
"It Must Have Been Love - From the Film ""Pretty Woman"""	68.0	1995.0
Santa Monica	68.0	1995.0
Champagne Supernova - Remastered	66.0	1995.0
I'd Do Anything For Love (But I Won't Do That) - Live From The Beacon Theatre, New York, U.S.A./1995	66.0	1995.0
Under the Bridge	81.0	1991.0
Smells Like Teen Spirit	78.66666666666667	1991.0
One	77.0	1991.0
Black	75.0	1991.0
Even Flow	75.0	1991.0
(Everything I Do) I Do It For You	74.0	1991.0
Give It Away	73.0	1991.0
Learning To Fly	71.0	1991.0
Mama, I'm Coming Home	69.0	1991.0
Yellow Ledbetter	69.0	1991.0
In the End	83.0	2000.0
Yellow	81.0	2000.0
Kryptonite	77.0	2000.0
Down with the Sickness	74.0	2000.0
I Want To Hold Your Hand - Remastered 2015	74.0	2000.0
One Step Closer	74.0	2000.0
Beautiful Day	72.0	2000.0
Trouble	71.0	2000.0
Girls and Boys	68.0	2000.0
Rock DJ	68.0	2000.0
Basket Case	79.0	1994.0
When I Come Around	75.0	1994.0
Hallelujah	72.0	1994.0
The Man Who Sold The World	72.0	1994.0
Afuera	71.0	1994.0
Interstate Love Song	71.0	1994.0
I'll Stand by You	69.0	1994.0
Ode To My Family	69.0	1994.0
Loser	68.0	1994.0
Only Wanna Be with You	68.0	1994.0
Killing In The Name	78.0	1992.0
Friday I'm In Love	75.0	1992.0
Bed Of Roses	73.0	1992.0
Everybody Hurts	73.0	1992.0
No Rain	73.0	1992.0
Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster	73.0	1992.0
Walk	72.0	1992.0
Symphony Of Destruction	70.0	1992.0
Runaway Train	68.0	1992.0
Friday I'm in Love	67.0	1992.0
Bitter Sweet Symphony	78.0	1997.0
Everlong	77.0	1997.0
Karma Police	74.0	1997.0
Semi-Charmed Life	74.0	1997.0
Song 2 - 2012 Remaster	74.0	1997.0
Angels	73.0	1997.0
"Danger Zone - From ""Top Gun"" Original Soundtrack"	71.0	1997.0
I'll Be	70.0	1997.0
My Hero	69.0	1997.0
Torn	69.0	1997.0
Last Resort	79.0	2001.0
How You Remind Me	78.0	2001.0
Toxicity	78.0	2001.0
Drops of Jupiter	77.0	2001.0
Your Body Is a Wonderland	77.0	2001.0
Island In The Sun	75.0	2001.0
Don't Stop Believin'	74.0	2001.0
In Too Deep	74.0	2001.0
Fat Lip	73.0	2001.0
Wherever You Will Go	72.0	2001.0
Snow (Hey Oh)	79.0	2006.0
Welcome to the Black Parade	78.0	2006.0
Chasing Cars	77.0	2006.0
Teenagers	77.0	2006.0
Dani California	76.0	2006.0
Crazy	75.0	2006.0
When You Were Young	75.0	2006.0
Starlight	73.0	2006.0
Supermassive Black Hole	73.0	2006.0
Animal I Have Become	72.0	2006.0
Can't Stop	80.0	2002.0
Here Without You	75.0	2002.0
By the Way	74.0	2002.0
Headstrong	73.0	2002.0
Feel	72.0	2002.0
No One Knows	71.0	2002.0
Still Waiting	69.0	2002.0
When I'm Gone	69.0	2002.0
Lifestyles of the Rich & Famous	68.0	2002.0
The Red	68.0	2002.0
Numb	81.0	2003.0
Bring Me To Life	78.0	2003.0
Are You Gonna Be My Girl	74.0	2003.0
I'm Gonna Be (500 Miles)	74.0	2003.0
Eres	73.0	2003.0
Reptilia	73.0	2003.0
Stacy's Mom	73.0	2003.0
I Hate Everything About You	70.0	2003.0
Love	70.0	2003.0
Going Under	69.0	2003.0
Feel Good Inc.	80.0	2005.0
Bad Day	76.0	2005.0
You're Beautiful	76.0	2005.0
B.Y.O.B.	75.0	2005.0
Blue Monday - 2016 Remaster	73.0	2005.0
Stricken	72.0	2005.0
Coming Undone	71.0	2005.0
Lips Of An Angel	71.0	2005.0
Self Esteem	71.0	2005.0
The Kill	71.0	2005.0
Thunderstruck	81.0	1990.0
More Than Words	71.0	1990.0
La Célula Que Explota	69.0	1990.0
Black Betty	67.0	1990.0
What I Like About You	66.0	1990.0
Cherry Pie	65.0	1990.0
Enjoy the Silence - Single Mix	65.0	1990.0
Are You Ready	64.0	1990.0
She Talks To Angels	63.0	1990.0
Silent Lucidity - Remastered/2003	61.0	1990.0
American Idiot	78.0	2004.0
Mr. Brightside	77.0	2004.0
Somewhere Only We Know	77.0	2004.0
Duality	76.0	2004.0
Wake Me up When September Ends	76.0	2004.0
I'm Not Okay (I Promise)	74.0	2004.0
Everybody's Changing	73.0	2004.0
Take Me Out	71.5	2004.0
Boulevard of Broken Dreams	71.0	2004.0
Can't Be Touched (feat. Mr. Magic & Trouble)	71.0	2004.0
Where Is My Mind?	74.0	1988.0
American Pie	71.0	1988.0
Every Rose Has Its Thorn - Remastered 2003	71.0	1988.0
She Drives Me Crazy	71.0	1988.0
A Little Respect - 2009 Remastered Version	69.0	1988.0
Gypsy	69.0	1988.0
Viento	68.0	1988.0
Bad Medicine	67.0	1988.0
I Hate Myself for Loving You	67.0	1988.0
Patience	67.0	1988.0
Jump - 2015 Remaster	78.0	1984.0
I Want to Know What Love Is - 1999 Remaster	77.0	1984.0
Dancing In the Dark	76.0	1984.0
The Boys Of Summer	76.0	1984.0
Born in the U.S.A.	75.0	1984.0
Can't Fight This Feeling	73.0	1984.0
Panama - 2015 Remaster	73.0	1984.0
We're Not Gonna Take It	73.0	1984.0
This Charming Man - 2011 Remaster	72.0	1984.0
You're the Inspiration - 2006 Remaster	72.0	1984.0
Africa	83.0	1982.0
Billie Jean	81.0	1982.0
Under Pressure - Remastered	81.0	1982.0
Should I Stay or Should I Go - Remastered	79.0	1982.0
Beat It - Single Version	77.0	1982.0
Jack & Diane	73.0	1982.0
Rock the Casbah - Remastered	72.0	1982.0
Hungry Like the Wolf - 2009 Remaster	71.0	1982.0
Hurts So Good	69.0	1982.0
White Wedding - Pt. 1	68.0	1982.0
Dream On	78.0	1973.0
La Grange - 2005 Remaster	74.0	1973.0
Knockin' On Heaven's Door - Remastered	73.0	1973.0
Money	73.0	1973.0
Angie	72.0	1973.0
Long Train Runnin'	71.0	1973.0
Crocodile Rock	70.0	1973.0
Time	70.0	1973.0
Bennie And The Jets - Remastered 2014	68.5	1973.0
Breathe (In the Air)	68.0	1973.0
Highway to Hell	83.0	1979.0
Another Brick in the Wall, Pt. 2	76.0	1979.0
Comfortably Numb	74.0	1979.0
Message In A Bottle	74.0	1979.0
Boys Don't Cry	73.0	1979.0
London Calling - Remastered	73.0	1979.0
My Sharona	73.0	1979.0
Escape (The Pina Colada Song)	71.0	1979.0
The Logical Song - Remastered 2010	71.0	1979.0
Don't Bring Me Down	70.0	1979.0
Dreams - 2004 Remaster	79.0	1977.0
Mr. Blue Sky	79.0	1977.0
Dust in the Wind	77.0	1977.0
We Are The Champions - Remastered 2011	76.0	1977.0
Heroes - 2017 Remaster	75.0	1977.0
Give A Little Bit	74.0	1977.0
Go Your Own Way - 2004 Remaster	73.33333333333333	1977.0
The Chain - 2004 Remaster	73.0	1977.0
We Will Rock You - Remastered	73.0	1977.0
Psycho Killer - 2005 Remaster	72.0	1977.0
Don't Stop Believin'	80.0	1981.0
In The Air Tonight - 2015 Remastered	76.0	1981.0
Start Me Up - Remastered	76.0	1981.0
Don't You Want Me	74.0	1981.0
I Love Rock 'N Roll	72.0	1981.0
Centerfold	71.0	1981.0
Just Can't Get Enough	71.0	1981.0
Heart Of Glass - Special Mix	70.0	1981.0
Jessie's Girl	70.0	1981.0
Limelight	69.0	1981.0
Rebel Rebel - 2016 Remaster	74.0	1974.0
You Ain't Seen Nothing Yet	68.0	1974.0
Bad Company - 2015 Remaster	63.0	1974.0
Sundown	63.0	1974.0
Sweet Home Alabama	63.0	1974.0
Ballroom Blitz	60.0	1974.0
Doctor Doctor - 2007 Remaster	60.0	1974.0
Rikki Don't Lose That Number	60.0	1974.0
The Bitch Is Back	59.0	1974.0
You're No Good	59.0	1974.0
Let It Be - Remastered 2009	79.0	1970.0
Have You Ever Seen The Rain	78.0	1970.0
Immigrant Song - Remaster	77.0	1970.0
Roadhouse Blues	72.0	1970.0
Moondance - 2013 Remaster	69.0	1970.0
Mississippi Queen	68.0	1970.0
Paranoid - 2016 Remaster	68.0	1970.0
Iron Man - 2014 Remaster	66.0	1970.0
Oh! Sweet Nuthin' - 2015 Remastered	66.0	1970.0
Casey Jones - 2013 Remaster	64.0	1970.0
Hotel California - 2013 Remaster	82.0	1976.0
T.N.T.	77.0	1976.0
Carry on Wayward Son	74.0	1976.0
If You Leave Me Now	74.0	1976.0
American Girl	73.0	1976.0
Dirty Deeds Done Dirt Cheap	73.0	1976.0
Life in the Fast Lane - 2013 Remaster	72.0	1976.0
Blitzkrieg Bop - 2016 Remaster	71.0	1976.0
It's a Long Way to the Top (If You Wanna Rock 'N' Roll)	70.0	1976.0
Rich Girl	70.0	1976.0
Pour Some Sugar On Me - Remastered 2017	74.0	1987.0
Alone	73.0	1987.0
